property_id,property_name,city,tier_city,hotel_star_rating,min_price,max_price,avg_price,rating_location,rating_hospitality,rating_facilities,rating_cleanliness,rating_value_for_money,rating_food,overall_review_count,overall_review_score,site_review_count,site_review_rating,value_segment
ZRX00189,Hotel Sunshine,Meerut,B1,1,1098,1289,1193.5,2.1,4.2,3.6,1.2,3.5,2.9,872,3.51,367,5,
ZRX00196,Villa Ikebana,Mangalore,B2,3,1955,2256,2105.5,2.6,3.2,4.1,4.9,3.1,4.2,1583,2.9,339,4.9,
ZRX00197,Hotel Ganesh Inn,Jodhpur,B2,2,1069,1718,1393.5,4.2,1.6,2.2,1.4,3.7,4.6,687,3.39,335,2,
ZRX00204,karnail hotel and restaurant,Gandhinagar,A,1,1417,1526,1471.5,3.8,3.2,4.9,2.9,4.3,2.9,819,2.82,221,1.6,
ZRX00208,Mohali Residency Hotel,Raipur,B2,1,912,1106,1009,2.4,3,2.9,4.2,1.6,1.8,1061,3.03,284,4.6,
ZRX00210,Grand Kashmir,Salem,B2,1,978,1112,1045,2.6,3.4,3.4,1.9,3.7,3.9,1264,2.94,438,2.1,
ZRX00216,Shree Shyam Guest House,Nellore,B2,1,702,1007,854.5,2,2.1,2.1,5,2.5,1,1558,3.17,769,4.2,
ZRX00223,Hotel Labh Garh Palace,Jammu,B2,3,1904,2227,2065.5,2.5,3.8,2.1,2.8,2.6,2.7,1758,2.84,862,3.5,
ZRX00227,Hotel Grand Residency,Pondicherry,B2,1,724,1190,957,1.7,4.3,5,4.4,2.4,1.3,1237,3.15,33,2.6,
ZRX00236,Hotel Golden club resort,Thiruvananthapuram,B1,1,958,1305,1131.5,2.5,3.5,4,1.2,1.9,1.4,1391,2.97,416,1,
ZRX00240,Hotel Monarch,Raipur,B2,1,991,1002,996.5,1.4,1.6,4,4,2,4.6,1418,3.18,216,4.1,
ZRX00244,Hotel Dolphin,Jamnagar,B2,1,847,1160,1003.5,1.9,3,3.1,2.5,3.8,2.5,917,3.06,242,3.7,
ZRX00257,Pema Thang Residency,Hajipur,B2,1,770,1100,935,3.1,2,2,2.4,1.5,3.2,1785,2.81,664,4.9,
ZRX00261,Hotel Chandana Annexe,Guwahati,B2,1,841,1060,950.5,2.8,2.4,4,3.6,4.1,4.9,1429,2.99,574,3.2,
ZRX00262,Hotel Golden Nest,Pune,A,1,1294,1785,1539.5,2.1,1.7,3.2,1.4,3.8,2.6,1351,2.93,135,2.5,
ZRX00263,Zaika Inn - Howrah,Kochi,B1,2,1606,1809,1707.5,2.6,4.4,1.6,3.9,3.5,1.1,1672,3.18,646,2.7,
ZRX00265,Hotel Delfryn,Etawah,B2,2,1433,1521,1477,2.5,2.8,2.3,4.2,3.7,3.8,1377,3.51,71,5,
ZRX00266,Hotel Kasturi Palace,Vijayawada,B1,2,1338,1848,1593,4.5,4.9,3.1,2.2,3.7,1.7,1599,3.22,518,4,
ZRX00269,J.P. Lodge,Allahabad,B1,1,1066,1323,1194.5,1.3,1.1,3.7,3.5,2,1.1,652,3.49,50,3.7,
ZRX00273,Riverdale Resort,Etawah,B2,2,1228,1647,1437.5,2.2,2.6,2.5,1.4,4.1,1.7,1314,3.65,512,2,
ZRX00277,Hotel Africa Avenue GK,Sangli,B2,1,979,1090,1034.5,2.2,3.1,3.3,4.3,2.4,1.1,1287,3.56,640,2,
ZRX00280,Sai Gardens Hotel,Sangli,B2,3,1733,2276,2004.5,3.7,1.3,1.4,1.3,1.2,3.1,1717,2.66,528,3.1,
ZRX00285,Hotel Anand Lok,Aurangabad,B2,3,1821,2242,2031.5,4.9,1.6,3,4,1.6,4.2,1443,3.23,532,2.2,
ZRX00287,Coral Residency-BE 136,Jammu,B2,1,802,1164,983,2.1,4.6,1,4.1,2.8,3.6,1031,3.35,38,1.3,
ZRX00288,Aman Palace,Tiruchirapalli,B2,2,1089,1786,1437.5,4.7,2.7,3.3,1.2,1.2,1.9,699,3.4,349,3.2,
ZRX00295,Hotel Park Resort,Aurangabad,B2,2,1425,1640,1532.5,1.3,1.2,1.3,5,3.8,1.3,1369,3.5,221,3.3,
ZRX00298,Hotel Meridian Residency,Sangli,B2,1,738,1039,888.5,3.8,1.1,2.6,2.3,4,2.6,792,3.28,371,2.1,
ZRX00299,Eagle Resort,Surat,A,1,1397,1682,1539.5,1.2,1.1,1.9,2.8,4.7,3.2,1257,3.31,178,3.2,
ZRX00301,Kuthar Heritage Resort,Ranchi,B2,3,1853,2277,2065,3.6,3.4,3.6,2,1.8,3.7,1136,2.22,421,4.8,
ZRX00310,Snehadhara Home Stay,Gorakhpur,B2,1,944,1155,1049.5,3,1.9,4.2,4.4,3.4,1.4,1079,3.41,202,2.5,
ZRX00313,I Hotel,Guntur,B2,1,878,1131,1004.5,4.4,1,4.1,4.2,3,1.9,1398,3.36,108,3.7,
ZRX00314,Ashoka Regency,Raipur,B2,1,855,1112,983.5,1.4,3.6,4.8,3.7,3.4,4.7,1216,3.73,379,1,
ZRX00317,Hotel Comfort Inn,Vishakapatnam,A,3,2553,3483,3018,3.6,1.2,4.2,4.3,2.7,3.4,1587,2.64,70,3.2,
ZRX00321,Coorg O-Farm,Roorkee,B2,2,1436,1722,1579,1,3.3,1.9,1.7,4.9,3.1,1181,3.32,474,1.5,
ZRX00322,Asia The Oasis Resort,Dhanbad,B1,2,1676,1924,1800,4.1,2.3,3.6,3.2,2.9,4.3,1332,2.83,488,2.6,
ZRX00331,KING PRINCE PALACE,Vadodara,A,3,2487,3394,2940.5,2.7,2,3.2,1.2,2.1,4.4,1542,3.3,605,2.9,
ZRX00337,Holidei Inn,Mangalore,B2,2,1326,1558,1442,1.9,1.7,1.6,2.7,2.1,4.5,1160,2.7,348,1.6,
ZRX00340,Balaji Inn,Nellore,B2,1,806,1193,999.5,2.6,1.9,3.6,3,1.1,3.4,1705,3.34,547,3.9,
ZRX00341,Hotel Kaveri,Vadodara,A,1,1324,1554,1439,3.2,2.3,3.8,5,3.9,1.4,1205,2.97,169,2.3,
ZRX00348,Guestinn Suites Castle,Hajipur,B2,2,1238,1737,1487.5,1.2,2.6,2,3.4,4.4,3.7,786,3.1,279,1.2,
ZRX00349,Hotel Bhagwati International - 28 kms from Mt Abu,Ranchi,B2,1,903,1033,968,1.9,1.6,2.4,3,2.5,2,1282,3.18,389,3.4,
ZRX00351,Hotel Aishwarya,Agra,B1,1,904,1293,1098.5,3.5,1.5,2.6,1.3,1.1,4.3,952,3.21,215,2.6,
ZRX00352,Dev Hotel and Restaurant,Raipur,B2,2,1336,1521,1428.5,4.3,1.8,3.1,4.5,1.5,1.1,914,3.19,420,2.7,
ZRX00354,Hotel Ambrosia,Kakinada,B2,2,1251,1713,1482,2.4,2.9,4,3,1.9,2.3,1124,2.91,95,3.7,
ZRX00366,Hotel Anand Residency,Aurangabad,B2,2,1066,1588,1327,3.6,1,1.7,1.2,1.9,4.3,724,4.11,58,1.8,
ZRX00375,Hotel Nand Palace,Gorakhpur,B2,1,871,1048,959.5,3.8,2.3,2.5,2.3,3.4,3.6,802,2.87,284,1.1,
ZRX00379,Royal Regency,Roorkee,B2,3,1806,2056,1931,4.3,3.2,1.7,1.2,3.1,2.5,1581,2.91,500,3.1,
ZRX00381,Hotel Armadale,Kollam,B2,2,1245,1716,1480.5,4.6,4.4,4.8,4.7,4.8,3.4,1552,3.12,399,3.8,
ZRX00385,Vrundavan Hotel,Hajipur,B2,1,838,1013,925.5,4,2.9,4.9,3.2,2.7,4.4,1176,3.26,261,1.7,
ZRX00388,Hotel The Zen Ladakh,Meerut,B1,5,5831,7002,6416.5,4.7,3.4,2.2,4.8,4.4,3.6,645,3.35,60,3.2,
ZRX00391,SS guest house,Kochi,B1,1,992,1410,1201,4,3.2,2.4,1.3,2.3,3.7,1195,2.32,371,3.7,
ZRX00392,Hotel Akshay Deluxe,Bhavnagar,B2,2,1128,1713,1420.5,1.9,4.6,2.1,1.9,2.7,1.1,952,3.31,304,1,
ZRX00402,Hotel Devlaxmi,Kannur,B2,1,760,1070,915,1.9,2.4,3.7,2.7,2,2.3,1344,2.87,233,4.1,
ZRX00407,Amigo Serviced Apartments - Baner,Warangal,B2,1,764,1092,928,2.5,1.3,1.6,4.2,4.5,3.3,1562,3.21,251,2.9,
ZRX00408,Hotel Habitat Royale,Nellore,B2,1,839,1192,1015.5,2.3,1.9,1.7,2.8,2.4,2.1,1721,3.02,469,2.7,
ZRX00410,Hotel Western Park,Gorakhpur,B2,1,878,1181,1029.5,3.4,4.7,2.2,4.5,4.9,3.7,1265,2.67,213,4.8,
ZRX00413,Sri Sai Kripa Guest House,Delhi,A1,1,1687,1991,1839,4.8,3.1,1.1,1.7,3.2,2.6,1012,2.74,291,3.2,
ZRX00414,Elite Inn,Jamshedpur,B1,2,1310,1761,1535.5,1.9,1.4,4.6,3.9,2.5,3.7,1382,2.84,333,3.6,
ZRX00417,Hotel Silver Star,Bhilai,B2,1,927,1016,971.5,4.7,3.1,4.1,2.2,2.7,2.3,1367,3.14,647,2.8,
ZRX00425,Hotel Moti Palace,Bhubaneswar,B2,1,827,1121,974,3.3,2.9,3.7,3.6,5,3.3,772,2.81,163,2.1,
ZRX00427,Aryananda House Boats,Kanpur,A,1,1339,1693,1516,2.6,2,5,4.5,3.2,3.9,734,3.12,3,1.4,
ZRX00428,Dev Hotel and Restaurant,Meerut,B1,2,1378,1982,1680,4.7,2.9,4.3,1.5,4.1,4,1762,2.88,147,3.8,
ZRX00435,United 21 Emerald Goa,Kurnool,B2,3,1729,2333,2031,4,4.4,5,2.4,3,1.7,1226,3.29,510,4.9,
ZRX00438,Palmgrove lake Resort,Aligarh,B1,1,964,1424,1194,4,2.7,4.7,1.6,4.3,2.8,973,3.53,49,1.6,
ZRX00440,Hotel Palace,Jodhpur,B2,1,981,1159,1070,2.7,1.9,3.5,2.2,1.9,3.6,1725,3.04,366,4.1,
ZRX00441,Pallavi International,Delhi,A1,2,2263,2707,2485,3.7,3.1,1.7,2.8,1.5,3.2,1193,2.89,513,4.2,
ZRX00444,Hotel Highway Inn,Amravati,B2,2,1320,1536,1428,4.5,3.6,3.6,1.3,3.3,4.2,1690,3.14,685,3.1,
ZRX00449,Glance Inn,Kollam,B2,2,1322,1595,1458.5,2.8,2.7,1.7,2.4,1.1,4.4,1335,2.35,51,1.4,
ZRX00450,Pacific Inn Huda City Centre,Chennai,A1,3,2966,3821,3393.5,2.1,1.9,1.8,2.9,1.2,2.1,1029,2.77,350,3.3,
ZRX00452,Hotel Perfect Residency,Faridabad,B1,1,966,1228,1097,2.6,1.3,1.9,4.1,4.9,4.1,1186,2.66,106,3.9,
ZRX00453,Green Age Heavens,Agra,B1,1,895,1391,1143,1.1,3.5,1.5,2.3,3,1.6,1081,3.09,46,2.1,
ZRX00455,Sharma Lodge,Hyderabad,A1,1,1727,1895,1811,4.1,2.4,1,2.9,2.3,4.2,2021,3.03,25,3.2,
ZRX00457,Hotel Imperial Lake View,Jodhpur,B2,3,1843,2077,1960,3.5,4.8,2.4,3.3,4.3,1.5,1328,3.4,227,3.2,
ZRX00459,New Lucky Kashmir Houseboat,Vadodara,A,1,1397,1654,1525.5,4,2.3,4.1,2.9,4,4.3,894,3.17,69,3.3,
ZRX00460,Hotel Sai Residence,Meerut,B1,2,1331,1775,1553,1.3,2.4,2.3,2.2,2.9,1.9,1278,2.52,82,3.3,
ZRX00463,Aryananda House Boats,Jodhpur,B2,1,728,1148,938,4.1,3.1,3.7,4,2.5,1.7,935,2.34,155,2.9,
ZRX00465,D M Palace - Noida,Kanpur,A,1,1428,1535,1481.5,3.7,2.6,3.9,2.4,4.8,3.4,1333,3.39,464,4.9,
ZRX00466,Hotel Mantra Amaltas,Bhavnagar,B2,4,2489,3306,2897.5,4.2,3.9,4.5,4.6,3.6,4.4,1084,2.59,457,3.4,
ZRX00470,Jaffer Bhais Hotel Brickland Panchgani,Amravati,B2,2,1265,1559,1412,5,2.4,1.7,3.5,2.8,2.5,1273,2.95,67,3.2,
ZRX00472,NOVOTEL Chennai SIPCOT,Vadodara,A,5,7490,10809,9149.5,1.2,2.6,1.2,3.2,3.2,4.1,1116,2.59,248,3.4,
ZRX00473,Palmshore Residency,Varanasi,B1,2,1541,1739,1640,3.7,3.7,2.1,2.1,2.2,1.9,1501,2.72,371,1.1,
ZRX00474,Hotel The Zen Ladakh,Bhilai,B2,5,3805,5865,4835,1.8,1.3,3,4.1,4.1,3.4,896,3.68,54,2.6,
ZRX00478,RAINBOW INTERNATIONAL Shamshabad,Warangal,B2,3,1777,2285,2031,1.4,3.1,3.7,2.5,2.3,2.5,1360,3.06,352,4.4,
ZRX00479,Hotel Equator,Jodhpur,B2,1,751,1056,903.5,4.1,1.6,2.2,3.6,1.7,2.5,722,3.33,96,1.8,
ZRX00481,"Mountain Club, Bhimtal, 22 kms from Nainital",Bhilai,B2,2,1496,1595,1545.5,2,4.6,3.1,2.5,3.5,4.9,1416,2.6,152,4.4,
ZRX00482,The Royale Country Retreat,Guntur,B2,3,1836,2200,2018,4.1,3.8,4.8,3.6,3.9,3.9,1220,3.42,519,3.8,
ZRX00484,Hotel Kanya,Bhopal,A,1,1369,1589,1479,2.9,4.9,4.4,2.8,2.7,1.8,1510,2.93,117,2.6,
ZRX00490,Hotel Stately Suites - Golf Course Road,Salem,B2,3,1779,2159,1969,3.1,3.6,1.4,4.9,1.2,4.8,1470,3.15,26,4.2,
ZRX00491,Petals Resorts Wayanad,Mysore,B2,4,2757,3654,3205.5,1.7,2.6,4.8,4,3.3,2.5,1276,3.1,441,1.3,
ZRX00492,Hotel Udhayam  Krishna Arcade,Gandhinagar,A,1,1403,1647,1525,4,2.6,3.6,3.6,2.1,4.4,1418,2.2,57,1.8,
ZRX00493,The Shade,Jamnagar,B2,2,1294,1568,1431,3.8,4.8,4,1.2,2.3,3.4,1071,2.64,181,2.6,
ZRX00497,Vistaram Sankarmatam Road,Chennai,A1,3,3146,3862,3504,3.6,1.8,3.1,1.7,1.4,1.6,1681,2.79,114,2.7,
ZRX00501,Ojas Regency Kufri,Surat,A,1,1393,1798,1595.5,2.6,2.6,2.6,3.9,3.5,4,1611,3.18,446,2.1,
ZRX00502,Hotel Sunder Palace,Vishakapatnam,A,3,2603,3978,3290.5,2.8,3.3,4.3,1.4,4.1,4.2,1210,2.71,553,2.2,
ZRX00508,Vidyadeep Hotel,Bhavnagar,B2,1,735,1149,942,3.4,1.6,3.3,2.9,3.9,4.4,1213,2.98,356,4.1,
ZRX00509,Orchard Holiday Resort,Patiala,B2,3,1972,2247,2109.5,1.3,4.3,2.8,3.7,2.1,4.2,1219,2.66,354,2.3,
ZRX00511,Green Age Heavens,Surat,A,1,1349,1522,1435.5,3,3.9,2.3,1.4,2.9,1.5,1180,2.95,260,2.1,
ZRX00522,HOTEL AASHRAY,Patiala,B2,1,769,1084,926.5,2.7,3.1,2.4,3.5,3,1.4,1144,2.62,490,2.5,
ZRX00523,Studio One Hotel,Jabalpur,A,3,2794,3567,3180.5,2.1,4.6,2.2,2.9,1.8,5,1027,2.73,294,3.7,
ZRX00524,Hotel Tiger Inn (Tagore Park),Jamshedpur,B1,1,1044,1299,1171.5,3.2,4.3,2.8,2.1,1.5,1.2,1553,3.34,454,4.8,
ZRX00535,Lamba's House Gurgaon,Kolkata,A1,2,2257,2947,2602,1.8,4.7,1.4,3.6,2.9,3,1051,2.52,373,4.7,
ZRX00543,WelcomHeritage Shivavilas Palace Sandur,Ranchi,B2,1,850,1181,1015.5,2.8,1.4,4.6,3.4,2.1,1.7,764,2.97,101,4.9,
ZRX00549,Hamdard Resort,Nagpur,A,3,2671,3264,2967.5,2.5,3.1,4,4.3,2.1,3.6,1134,3.47,292,4.5,
ZRX00553,Executel Begumpet,Bhilai,B2,2,1088,1670,1379,4.9,1.6,4.8,1.3,2.9,1.1,1453,3.06,466,3.7,
ZRX00558,Rathna Hotel,Bhopal,A,1,1453,1690,1571.5,1.5,2.1,3.2,2.1,3.7,1.3,1499,2.72,396,3.9,
ZRX00567,R J Residency,Varanasi,B1,2,1365,1700,1532.5,1.3,3,4.7,3.1,4.2,2.9,1103,2.93,263,3.1,
ZRX00571,Hotel Parshuram,Guntur,B2,3,1923,2099,2011,2.2,3.5,4.5,2.8,4.3,3.6,1215,2.7,139,1.2,
ZRX00573,Cochin Seaport Hotel,Patna,A,4,4872,7451,6161.5,3.9,2.1,2.1,1.6,3,4.3,1489,3.32,646,2,
ZRX00576,Hotel Green View Palace Noida,Nashik,B1,3,2280,2475,2377.5,3.5,1.8,4.4,3.4,4.3,1.3,1622,3.39,258,4.3,
ZRX00580,Kingston Boutique Hotel,Thrissur,B2,3,1799,2010,1904.5,2.7,1.5,4.8,1.6,1.7,1.2,1562,2.61,441,5,
ZRX00582,Hotel Ace Residency,Guntur,B2,2,1359,1752,1555.5,2.6,4,2.1,2.3,3,2.8,780,3.77,192,4.2,
ZRX00590,Ashirwad Hotel and Spa,Jabalpur,A,3,2817,3255,3036,4.3,4.9,3.6,1.1,3.4,3.2,1757,3.23,195,2.5,
ZRX00593,Hotel Shubham,Hajipur,B2,1,739,1153,946,2.7,1.7,2.4,1.9,2.1,2.7,1547,3.31,112,2.8,
ZRX00604,Hotel Rajdhani - Pure Veg,Kozhikode,B1,1,1122,1247,1184.5,3.2,4,3.3,4.2,2,3.1,1137,2.87,504,2.5,
ZRX00605,Blue Moon Residency,Pondicherry,B2,1,781,1009,895,3.9,3.4,2.4,2.2,1.4,2.1,1077,2.73,180,1.2,
ZRX00607,Anand Palace Hotel,Jamshedpur,B1,2,1681,1768,1724.5,3.5,2.3,3.7,2.1,2.1,1.1,1512,2.78,613,2.9,
ZRX00609,Hotel Manickam,Ludhiana,B1,2,1458,1845,1651.5,4,4.2,4.6,4.9,2.7,3.9,1177,3.16,93,2.8,
ZRX00611,"Umaid Lake Palace,Dausa - An Organic Retreat",Delhi,A1,3,3266,4436,3851,2.6,4.6,3.4,2.6,3.3,4,1539,2.96,532,2.8,
ZRX00614,Park Hyatt Goa Resort and Spa,Gorakhpur,B2,5,3722,5600,4661,4.1,3.7,2.9,2.1,4.7,2.6,1284,3.01,568,1.2,
ZRX00617,Omega Residency,Kakinada,B2,3,1798,2311,2054.5,2.1,2.7,3.9,2.6,1.8,1.6,1181,3.1,157,2.5,
ZRX00618,Hotel Sai International,Bhilai,B2,3,1701,2063,1882,1.5,1.3,3.8,1.7,2.1,3.6,1254,3.41,11,3.9,
ZRX00620,Sand Castles Holiday Homes - 3 Mins Walk from Miramar Beach,Anand,B1,1,896,1360,1128,1.3,4.5,2.7,2.8,2.6,3.1,1344,2.8,127,2.3,
ZRX00621,Hotel Sahara Excellency,Ranchi,B2,1,950,1152,1051,1.5,1.3,1.4,1,2.9,3,938,2.97,428,5,
ZRX00623,Travellers Inn,Hubli,B2,2,1110,1798,1454,1.6,4.4,2,2.9,4.8,4.2,1414,2.83,625,4.7,
ZRX00625,Quality Inn Sabari Resorts,Jodhpur,B2,3,1736,2333,2034.5,3.8,2.1,3,4.1,1.9,4.4,1694,3.35,667,3.5,
ZRX00626,Expotel Hotel,Vishakapatnam,A,3,2555,3013,2784,1.6,4.2,3.7,2.9,1.9,4,1164,2.7,325,2,
ZRX00627,Hotel Shubham Continental,Guntur,B2,1,952,1025,988.5,2,1.6,4.8,1.9,4.9,2.1,1813,2.81,810,1.3,
ZRX00628,Kadkani River Resort,Amritsar,B1,4,3239,4581,3910,4.4,3.1,1.2,4.9,2.9,5,1803,3.32,29,3,
ZRX00629,hotel krishna palace,Hajipur,B2,1,964,1008,986,2.4,2.6,1.1,1.1,1.6,3.2,909,3.29,164,4.3,
ZRX00636,Hotel Nishat,Guntur,B2,1,766,1190,978,1.6,4.7,1.3,4,1.6,3.5,1363,3.73,672,3.3,
ZRX00637,Park Inn - Gurgaon,Vellore,B2,4,2762,3463,3112.5,3.9,2.8,1.3,1.7,2.5,3,538,2.78,224,3.2,
ZRX00644,Hotel Log-Inn,Roorkee,B2,3,1813,2257,2035,3.6,3.6,2.6,1.2,1.3,3.7,1161,2.74,42,1.3,
ZRX00645,Hotel Beacon T2,Varanasi,B1,3,1920,2828,2374,2.2,3.4,1.4,4.9,2.5,2.9,1413,3.15,423,4.2,
ZRX00646,Oriental Palace Resorts,Sangli,B2,2,1125,1620,1372.5,4.9,4.5,1.5,4.6,3.5,2,1763,2.82,42,4.2,
ZRX00647,Tordi Haveli,Surat,A,2,1983,2059,2021,1.7,2.3,3.2,4.3,4.1,2.4,1341,2.78,70,3.6,
ZRX00654,Anupam Resort,Jamshedpur,B1,2,1555,1819,1687,3.3,4.6,2.5,3.1,3.2,4,1595,2.72,442,1.4,
ZRX00672,Karthika Residency,Mangalore,B2,3,1907,2343,2125,1.5,2.5,3.1,4.3,2.8,4.5,1177,3.39,146,4.2,
ZRX00676,Tourist Palace,Dhanbad,B1,2,1376,1962,1669,3.4,1.7,3.6,2.1,4.8,4.6,1401,3.17,671,1.5,
ZRX00678,Novotel Hyderabad Convention Centre,Patna,A,5,6863,12117,9490,4.2,3.1,2.5,1.3,2.6,4,1166,3.79,471,2.8,
ZRX00681,Hotel Siesta De Goa,Raipur,B2,1,731,1066,898.5,4,1.7,4.4,4.7,3.4,4.4,1304,2.51,604,2.5,
ZRX00685,SA Residency,Kanpur,A,1,1299,1586,1442.5,1.8,5,3.5,3.3,4.4,3.6,1391,2.67,484,4.2,
ZRX00689,Hotel Pacific,Bhubaneswar,B2,1,938,1074,1006,1.3,1,2.9,4,2.3,1.9,1261,2.72,196,3.8,
ZRX00691,Chokhi Dhani Resort,Surat,A,3,2303,3927,3115,4.6,4.6,2.4,1.7,2.7,2.5,958,3,319,2.9,
ZRX00694,Hotel Milan International,Ranchi,B2,3,1909,2068,1988.5,2.8,2.7,3.8,4.1,3.1,3.7,1395,3.23,673,2.5,
ZRX00698,Resort Village Royale,Nagpur,A,2,1659,2472,2065.5,4.4,1.2,2.1,3.8,2.3,3.2,1219,2.57,209,4.2,
