property_id,property_name,city,tier_city,hotel_star_rating,min_price,max_price,avg_price,rating_location,rating_hospitality,rating_facilities,rating_cleanliness,rating_value_for_money,rating_food,overall_review_count,overall_review_score,site_review_count,site_review_rating,value_segment
ZRX00173,Airport Hotel Paradise International,Patiala,B2,1,897,1166,1031.5,3.4,3.3,3.9,2.7,4.4,2.1,1212,2.59,84,1.3,Value Plus
ZRX00174,Gopalapuram International,Faridabad,B1,4,3091,4958,4024.5,1.4,2.6,3.1,3,1.7,1.8,1678,3.01,810,3.2,Value
ZRX00175,Surya Resorts,Salem,B2,1,860,1140,1000,2.2,3.8,2.3,2.1,3,5,1759,3.14,492,2.9,Value Plus
ZRX00176,Divine Bliss Beach Resort,Ahmedabad,A,2,1696,2564,2130,1.8,1.9,3.7,3.2,3.9,1.1,1194,3.1,201,2.6,Value Plus
ZRX00177,"Transit Living, Jayanagar",Surat,A,3,2963,3966,3464.5,4.9,1.3,3.7,2.8,4.6,4.5,1002,2.08,276,2.2,Super Value Plus
ZRX00178,Hotel Apsara,Salem,B2,1,970,1164,1067,1.5,2.9,3.5,3,3.2,1.9,1785,2.93,228,2.2,Value Plus
ZRX00179,Saiacs Convention Resort,Kollam,B2,3,1894,2223,2058.5,4.5,3.8,2.4,3.7,2.1,4.2,772,4.31,193,3.8,Super Value Plus
ZRX00180,Hotel Silver Oak Annexe,Tiruchirapalli,B2,2,1500,1755,1627.5,2.6,2.1,4.1,3.2,3.2,2.4,996,2.74,142,3.1,Super Value Plus
ZRX00181,The Grand Marena,Ranchi,B2,3,1875,2098,1986.5,2,4.5,4.7,4,3.2,4.9,1489,2.9,283,1.9,Value
ZRX00183,Hotel Triund,Varanasi,B1,1,917,1447,1182,3,4.9,1.8,2.8,4.8,2.4,1290,3.58,7,2.4,Value Plus
ZRX00184,Hotel Rana Palace,Vishakapatnam,A,1,1216,1545,1380.5,3.2,3.4,1.6,4.5,2.7,4.6,1061,4.08,506,3.5,Normal
ZRX00186,Hotel Orchid Residency,Pune,A,2,1584,2594,2089,2,2.7,2,4.6,2.2,1.5,1261,3.38,215,3.5,Value Plus
ZRX00187,Hotel Orchid Residency,Aligarh,B1,2,1309,1928,1618.5,3.1,3.1,4.2,1.8,2.2,1.1,1193,3.21,592,2.9,Standard
ZRX00188,Hotel Panchratan,Solapur,B1,1,1166,1360,1263,4.7,3.5,3.2,2.6,2.9,3.9,966,3.74,293,3.9,Super Value Plus
ZRX00190,Cyema Guest House,Vellore,B2,1,720,1029,874.5,2.7,2,3.9,3.6,1.8,3.6,1275,2.67,240,2.6,Normal
ZRX00191,Hotel Hameed,Lucknow,A,1,1493,1595,1544,1.7,1.5,2.9,3.4,3.6,2.1,1130,3.56,382,1.1,Value Plus
ZRX00192,Hotel Bagga Vilas,Kolkata,A1,1,1551,2080,1815.5,2.7,4.7,4.9,2.8,4.4,2.2,1361,2.4,434,2.3,Value
ZRX00193,Palak Paradise - Four Star Luxurious Hotel,Gandhinagar,A,3,2533,3710,3121.5,1.4,3,2.6,3.8,3.7,1.8,1472,3.07,687,4.2,Value
ZRX00194,Hotel Ambesh,Guntur,B2,1,741,1166,953.5,4.6,2.4,2.9,4.8,3.1,3.2,509,2.9,142,2.6,Value
ZRX00195,Hotel Delhi Heights,Ranchi,B2,3,1729,2349,2039,4.3,3.3,2,1.4,3.2,4.6,1258,2.94,333,1.1,Value
ZRX00198,Palakkad Heritage Hotel,Kurnool,B2,1,768,1177,972.5,4.1,2.5,1.3,4,2.1,3.2,1632,3.17,236,2.4,Value
ZRX00199,Vasantha Lodge,Kanpur,A,1,1455,1711,1583,2,1.2,3.8,1.6,1.4,3,1443,2.62,191,2,Value
ZRX00200,MV Boutique Hotel,Kochi,B1,1,948,1245,1096.5,4.9,1.3,1.9,3.1,1.1,4.7,1194,3.41,382,4.6,Normal
ZRX00201,Hotel Waterlily & Resort,Varanasi,B1,3,1838,2962,2400,1.6,3.9,2.8,3.5,2.2,4.3,1266,2.04,510,2,Normal
ZRX00202,Welcome Heritage Bijay Niwas Palace,Nashik,B1,3,2088,2917,2502.5,3.5,4.4,1.9,2,1.9,2.4,1237,3.09,99,3.6,Value Plus
ZRX00203,Hotel Holy Shrine,Gwalior,A,1,1339,1709,1524,4.8,2,2.6,4.7,4.8,3.5,1355,3.08,218,1.4,Super Value Plus
ZRX00205,Surajkanwar Hotel,Gwalior,A,1,1280,1763,1521.5,2.7,4.3,4.5,2.6,1,2.6,1512,3.29,315,1.7,Value
ZRX00206,Kohli Cottage,Kurnool,B2,1,902,1051,976.5,2.9,3.2,3.4,3.3,4.3,3.3,1147,3,482,2.9,Value Plus
ZRX00207,Mahaveer International,Guwahati,B2,2,1481,1679,1580,4,2.5,1.9,3.2,1.7,2.9,1450,3.31,254,1.2,Value Plus
ZRX00209,Hotel Pearl Palace,Gwalior,A,2,1823,2330,2076.5,2.6,3.6,3.5,3.5,4.3,2.2,1278,3.01,535,1.9,Value Plus
ZRX00211,The Janani Villa A Boutique Hotel,Hyderabad,A1,2,2356,2802,2579,4.1,4.2,4.4,2.1,4.3,4.7,1383,2.9,190,1,Super Value Plus
ZRX00212,Grand Kashmir,Aurangabad,B2,3,1922,2395,2158.5,4,2.3,1.4,2.5,3.4,4.5,1941,3.07,543,3.1,Super Value Plus
ZRX00213,La Sapphire Hotel,Meerut,B1,3,1978,2702,2340,1.7,3.6,2.7,3.7,2.2,2.4,897,2.18,390,3.9,Normal
ZRX00214,Orchid Residency,Dhanbad,B1,2,1412,1770,1591,4.1,4.5,1.1,3.9,1.7,4.3,1036,2.45,9,4.7,Normal
ZRX00215,Hotel La Exotica,Lucknow,A,1,1405,1616,1510.5,4.7,3.3,2.8,2.6,1.2,4.7,821,2.38,194,4.4,Standard
ZRX00217,HM Residency,Agra,B1,1,1188,1251,1219.5,1.3,2.4,4.1,4.3,1.8,3.6,1063,2.73,82,1.4,Value
ZRX00218,Hotel Shakura,Warangal,B2,1,742,1002,872,3.9,4.2,4.9,2,4.2,4.9,1122,3.4,279,4.9,Normal
ZRX00219,Raj Comforts,Aurangabad,B2,3,1808,2044,1926,3.9,5,2.3,1.8,1.5,4.9,1025,2.54,504,2.2,Normal
